Date : 2021-07-01 22:33:06
Directory : c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition
Total : 934 files,  77753 codes, 1774 comments, 18221 blanks, all 97748 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C18.gd                                                                           | GDScript           |         19 |          0 |          9 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C19.gd                                                                           | GDScript           |         57 |          0 |         20 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C2.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C20.gd                                                                           | GDScript           |         31 |          0 |         16 |         47 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C21.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C22.gd                                                                           | GDScript           |         28 |          0 |          9 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C23.gd                                                                           | GDScript           |         26 |          0 |         10 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C24.gd                                                                           | GDScript           |         17 |          0 |          6 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C25.gd                                                                           | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C26.gd                                                                           | GDScript           |         35 |          0 |         13 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C27.gd                                                                           | GDScript           |         24 |          0 |          7 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C28.gd                                                                           | GDScript           |         24 |          0 |          8 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C29.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C3.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C30.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C31.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C32.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C33.gd                                                                           | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C34.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C35.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C36.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C37.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C38.gd                                                                           | GDScript           |         19 |          0 |          6 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C39.gd                                                                           | GDScript           |         15 |          0 |          5 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C4.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C40.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C41.gd                                                                           | GDScript           |         21 |          0 |          9 |         30 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C42.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C43.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C44.gd                                                                           | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C45.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C47.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C48.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C49.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C5.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C50.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C51.gd                                                                           | GDScript           |         25 |          0 |         16 |         41 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C52.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C53.gd                                                                           | GDScript           |         27 |          0 |          9 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C54.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C55.gd                                                                           | GDScript           |         23 |          0 |          8 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C56.gd                                                                           | GDScript           |         21 |          0 |          8 |         29 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C57.gd                                                                           | GDScript           |         18 |          0 |          9 |         27 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C58.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C59.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C6.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C60.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C61.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C62.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C63.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C64.gd                                                                           | GDScript           |         26 |          0 |          9 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C65.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C66.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C67.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C68.gd                                                                           | GDScript           |         24 |          0 |         15 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C7.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C8.gd                                                                            | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C80.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C9.gd                                                                            | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C90.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F1.gd                                                                      | GDScript           |         15 |          0 |          9 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F2.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F3.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F4.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F5.gd                                                                      | GDScript           |         16 |          0 |          4 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F6.gd                                                                      | GDScript           |         16 |          0 |          5 |         21 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F7.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F8.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\INJECTED_COMP.gd                                                                 | GDScript           |          5 |          0 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Template\T1.gd                                                                   | GDScript           |         17 |          0 |         10 |         27 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Gameloop.gd                                                                                 | GDScript           |         24 |          0 |         20 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\Controller\API.gd                                                         | GDScript           |         40 |          3 |         26 |         69 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Actor\Race.gd                                                    | GDScript           |          5 |          2 |         29 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Actor\Role.gd                                                    | GDScript           |          5 |          2 |         29 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Actor\Specialty.gd                                               | GDScript           |          5 |          2 |         29 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Actor\Template.gd                                                | GDScript           |         12 |          0 |         13 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Interactables.gd                                                 | GDScript           |         10 |          2 |         25 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\KitPart.gd                                                       | GDScript           |         61 |          4 |         38 |        103 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\001_Atlas\SubAtlas\Tiles.gd                                                         | GDScript           |         15 |          2 |         36 |         53 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Controller\API.gd                                             | GDScript           |         49 |          4 |         37 |         90 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\IO\in.gd                                                      | GDScript           |          4 |          0 |         13 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\IO\out.gd                                                     | GDScript           |         17 |          0 |         14 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Actor\NPC.gd                                    | GDScript           |         17 |          7 |         20 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Actor\Player.gd                                 | GDScript           |         13 |          2 |         14 |         29 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Animation\Conditions.gd                         | GDScript           |         35 |          4 |         46 |         85 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Animation\Selection.gd                          | GDScript           |         18 |          2 |         23 |         43 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Magic\Magic Floor.gd                            | GDScript           |          4 |          1 |          7 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Magic\Magic Interactables.gd                    | GDScript           |          4 |          1 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Matrix\Matrix Floor.gd                          | GDScript           |          4 |          1 |          7 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Matrix\Matrix Interactables.gd                  | GDScript           |          4 |          1 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Meat\Meat Floor.gd                              | GDScript           |         12 |          6 |         13 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Layer\Meat\Meat Interactables.gd                      | GDScript           |         35 |          8 |         32 |         75 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\002_Tilemap_Structure\Systems\Tile Interpreter.gd                                   | GDScript           |         15 |          0 |         20 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\003_Entropy\Controller\API.gd                                                       | GDScript           |         15 |          2 |         18 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\003_Entropy\io\In.gd                                                                | GDScript           |          2 |          0 |          4 |          6 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Controller\API.gd                                                        | GDScript           |         20 |          7 |         36 |         63 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Entity Manager\kitMerge.gd                                               | GDScript           |         72 |          4 |         55 |        131 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Systems\InitialKitPartToAct.gd                                           | GDScript           |         26 |          3 |         26 |         55 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Systems\getter.gd                                                        | GDScript           |         24 |          0 |         14 |         38 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Systems\kitRun.gd                                                        | GDScript           |         19 |          0 |         18 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\004_KitSet\Systems\kitSelect.gd                                                     | GDScript           |         54 |          3 |         44 |        101 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Controller\API.gd                                                        | GDScript           |         69 |          6 |         63 |        138 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Characters\Stats.gd                                              | GDScript           |         22 |          0 |         28 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Characters\Team.gd                                               | GDScript           |          5 |          0 |         28 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Chargen\Utils.gd                                                 | GDScript           |         11 |          0 |          8 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Chargen\chargen.gd                                               | GDScript           |         39 |          0 |         31 |         70 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Chargen\loadChar.gd                                              | GDScript           |         71 |          2 |         46 |        119 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Cloudprinter.gd                                             | GDScript           |          2 |          0 |          2 |          4 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Common.gd                                                   | GDScript           |         14 |          0 |         18 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Inventory.gd                                                | GDScript           |         15 |          0 |         13 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Kitventory.gd                                               | GDScript           |         25 |          3 |         37 |         65 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Recycler.gd                                                 | GDScript           |          2 |          0 |          5 |          7 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\Gear\Station.gd                                                  | GDScript           |         41 |          4 |         38 |         83 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\Systems\meta\WorldMap.gd                                                 | GDScript           |          2 |          0 |         16 |         18 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\006_Player\io\In.gd                                                                 | GDScript           |          9 |          0 |          8 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Controller\API.gd                                              | GDScript           |         19 |          8 |         36 |         63 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Medium\Hub.gd                        | GDScript           |         13 |          0 |          9 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Medium\_AREA.gd                      | GDScript           |         12 |          0 |         22 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Medium\_LINEA.gd                     | GDScript           |         13 |          0 |         22 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Medium\_SELECT.gd                    | GDScript           |         12 |          0 |         22 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Source\Hub.gd                        | GDScript           |          9 |          0 |          9 |         18 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\SpaceSlots\Source\_SELF.gd                      | GDScript           |         12 |          0 |         22 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerBasic\Hub.gd                             | GDScript           |         35 |          0 |         29 |         64 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\Hub.gd                          | GDScript           |         39 |          0 |         38 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_BASE.gd                        | GDScript           |         17 |          0 |         21 |         38 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_COMPARE_STAT.gd                | GDScript           |         49 |          0 |         32 |         81 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_HAS_CONDITION.gd               | GDScript           |         29 |          0 |         25 |         54 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_HAS_FLAG.gd                    | GDScript           |         26 |          0 |         22 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_HAS_TEXTURE.gd                 | GDScript           |         28 |          0 |         22 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\007_Effect_Generator\Entity Manager\TriggerSpecific\_IS_DOOR.gd                     | GDScript           |         44 |          0 |         37 |         81 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Controller\API.gd                                                    | GDScript           |         15 |          8 |         25 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\InjectionComponents\I_1_Binary_Comparison.gd                         | GDScript           |         21 |          0 |         10 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\BAN Manipulation\electrifying.gd                          | GDScript           |         34 |          0 |         25 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Elemental\Fire\burning.gd                                 | GDScript           |         35 |          0 |         25 |         60 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Elemental\Water\wet.gd                                    | GDScript           |         22 |          0 |         19 |         41 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Physiological\Movement\incapacitated.gd                   | GDScript           |         42 |          0 |         26 |         68 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Psychological\Confusing\Wandering.gd                      | GDScript           |         22 |          0 |         15 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Senses\Sight\Overstimulating.gd                           | GDScript           |         22 |          0 |         14 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\008_Conditions\Strategies\Senses\Sight\Understimulating.gd                          | GDScript           |         22 |          0 |         14 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Modules\009_Statmods\Controller\API.gd                                                      | GDScript           |         15 |          3 |         23 |         41 |
