Date : 2021-05-23 23:28:43
Directory : c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition
Total : 694 files,  66876 codes, 1726 comments, 14223 blanks, all 82825 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\SuburbanTestSide.json                                                           | JSON               |        170 |          0 |          0 |        170 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\08_Nature.json                                                          | JSON               |         69 |          0 |          0 |         69 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\Introduction.json                                                       | JSON               |         28 |          0 |          0 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\Suburban.json                                                           | JSON               |        216 |          0 |          0 |        216 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\mall.json                                                               | JSON               |         44 |          0 |          0 |         44 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\schanze.json                                                            | JSON               |        163 |          0 |          0 |        163 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\sewer.json                                                              | JSON               |        170 |          0 |          1 |        171 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\custome\test.json                                                               | JSON               |        157 |          0 |          0 |        157 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\devroom.json                                                                    | JSON               |        113 |          0 |          0 |        113 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\dummy.json                                                                      | JSON               |        159 |          0 |          0 |        159 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\TileMap\template.json                                                                   | JSON               |        157 |          0 |          0 |        157 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\01_General.json                                                           | JSON               |        513 |          0 |          0 |        513 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\02_POI.json                                                               | JSON               |        527 |          0 |          0 |        527 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\03_Suburban.json                                                          | JSON               |      2,856 |          0 |          0 |      2,856 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\04_CommonBNPC.json                                                        | JSON               |        923 |          0 |          0 |        923 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\05_Security.json                                                          | JSON               |      1,058 |          0 |          0 |      1,058 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\06_Marker.json                                                            | JSON               |        338 |          0 |          0 |        338 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\07_Shop.json                                                              | JSON               |        799 |          0 |          0 |        799 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\JSON\08_Nature.json                                                            | JSON               |         77 |          0 |          0 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Media\Tilesets\all.tres                                                                       | Properties         |      2,143 |          0 |          3 |      2,146 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Meta\knownBugs.md                                                                             | Markdown           |          5 |          0 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\BooStrap.gd                                                                     | GDScript           |          5 |          7 |          6 |         18 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\Engines\InitDemocrECTS.gd                                                       | GDScript           |          6 |          4 |          5 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\Engines\InitDioJSONes.gd                                                        | GDScript           |         24 |          7 |         26 |         57 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\Engines\InitSokraTILES.gd                                                       | GDScript           |          4 |          0 |          4 |          8 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInitSzene.tscn                                                              | Properties         |        117 |          0 |         15 |        132 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Manager.gd                                                             | GDScript           |         30 |          0 |         29 |         59 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\BootMode.gd                                                  | GDScript           |         19 |          0 |         18 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\BootMode.tscn                                                | Properties         |        173 |          0 |         23 |        196 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\ContentManager.tscn                                          | Properties         |        153 |          0 |         22 |        175 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\Event.tscn                                                   | Properties         |        228 |          0 |         29 |        257 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\StartingKits.gd                                              | GDScript           |         20 |          0 |         13 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\GameInit\Submenues\StartingKits.tscn                                            | Properties         |        297 |          0 |         38 |        335 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Bootstrap\Parameters\GameInit.gd                                                          | GDScript           |         40 |         10 |         50 |        100 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\ArisPROCGENes\ArisPROCGENes.gd                                          | GDScript           |          2 |          3 |         12 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Actor Entity.gd                                     | GDScript           |         34 |          8 |         25 |         67 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Effect\ConditionEntity.gd                           | GDScript           |         63 |          9 |         48 |        120 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Effect\EffectEntity.gd                              | GDScript           |         30 |          7 |         18 |         55 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Effect\SymbioticEntity.gd                           | GDScript           |         10 |          4 |         14 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Interactable Entity.gd                              | GDScript           |         29 |          3 |         17 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\KitSet\Kit Modules\Appendix.gd                      | GDScript           |          7 |          3 |          7 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\KitSet\Kit Modules\Base.gd                          | GDScript           |          7 |          3 |          7 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\KitSet\Kit Modules\Mod.gd                           | GDScript           |          7 |          3 |         11 |         21 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\KitSet\Kit Modules\parent.gd                        | GDScript           |         19 |          9 |         21 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\KitSet\KitSetEntity.gd                              | GDScript           |         22 |         19 |         31 |         72 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Loot Entity.gd                                      | GDScript           |          5 |          1 |          8 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Player\Belongings\Gear.gd                           | GDScript           |          9 |          0 |          6 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Player\Belongings\Kitventory.gd                     | GDScript           |         25 |          0 |         10 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Player\Player Entity.gd                             | GDScript           |         38 |          3 |         21 |         62 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Entities\Tile Entity.gd                                      | GDScript           |         27 |          4 |         25 |         56 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\Atlas.gd                                             | GDScript           |         38 |          4 |         32 |         74 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\ConstructorParent.gd                   | GDScript           |         82 |         14 |         59 |        155 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\Hub.gd                                 | GDScript           |         43 |          5 |         23 |         71 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\Interactable.gd                  | GDScript           |          4 |          1 |         10 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\KitPart.gd                       | GDScript           |         16 |          1 |         16 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\Tile.gd                          | GDScript           |         17 |         10 |         15 |         42 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\PerformanceManager.gd                                | GDScript           |          2 |          1 |         19 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\SystemManager.gd                                     | GDScript           |         45 |          1 |         21 |         67 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Module Structure\Controller.gd                               | GDScript           |         64 |          5 |         49 |        118 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Module Structure\system.gd                                   | GDScript           |          2 |          1 |         28 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\demokrECS.gd                                                 | GDScript           |         12 |          7 |          6 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\Component.gd                               | GDScript           |          4 |          2 |          4 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\Entity.gd                                  | GDScript           |         33 |         15 |         33 |         81 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\SymbiosisFlags.gd                          | GDScript           |          6 |          0 |          6 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Common\Common.gd                                       | GDScript           |         68 |          4 |         40 |        112 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Common\ComponentConstructor.gd                         | GDScript           |         14 |          0 |          8 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\baseTrigger.gd               | GDScript           |          7 |          0 |          7 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\condition.gd                 | GDScript           |         10 |          0 |         14 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\space.gd                     | GDScript           |         20 |          0 |         14 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\specificTrigger.gd           | GDScript           |         20 |          0 |         11 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\statMod.gd                   | GDScript           |          8 |          0 |         17 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\time.gd                      | GDScript           |         18 |          0 |         13 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Unit.gd                            | GDScript           |          8 |          6 |         13 |         27 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Hub.gd                                          | GDScript           |         39 |          0 |         18 |         57 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Tilesets\Hub.gd                                        | GDScript           |         26 |          0 |         24 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\dioJSONes.gd                                                  | GDScript           |          8 |          1 |          8 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\addCond.gd                                              | GDScript           |          5 |          0 |          4 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\changeCond.gd                                           | GDScript           |          6 |          0 |          8 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\removeCond.gd                                           | GDScript           |          5 |          0 |          6 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\HeGEL.gd                                                          | GDScript           |         14 |          0 |         10 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Rulesets\BinaryComparison.gd                                      | GDScript           |          5 |          0 |          2 |          7 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Stats\changeStat.gd                                               | GDScript           |          5 |          0 |          6 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SYNTAX\Effect.gd                                                        | GDScript           |         28 |          3 |         18 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SYNTAX\Loot.gd                                                          | GDScript           |         36 |          4 |         22 |         62 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Actor.gd                          | GDScript           |         40 |          0 |         26 |         66 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Animation.gd                      | GDScript           |         16 |          0 |         23 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Basic.gd                          | GDScript           |         28 |          0 |         21 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Floor.gd                          | GDScript           |          6 |          0 |         10 |         16 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Interactable.gd                   | GDScript           |          6 |          0 |          8 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\TilemapParse\Tilemap.gd                            | GDScript           |         73 |         21 |         58 |        152 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\sokraTILES.gd                                                | GDScript           |         51 |          2 |         25 |         78 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C0.gd                                                                          | GDScript           |         19 |          0 |          4 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C1.gd                                                                          | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C10.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C11.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C12.gd                                                                         | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C13.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C14.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C15.gd                                                                         | GDScript           |         22 |          0 |          9 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C16.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C17.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C18.gd                                                                         | GDScript           |         19 |          0 |          9 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C19.gd                                                                         | GDScript           |         57 |          0 |         20 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C2.gd                                                                          | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C20.gd                                                                         | GDScript           |         31 |          0 |         16 |         47 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C21.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C22.gd                                                                         | GDScript           |         28 |          0 |          9 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C23.gd                                                                         | GDScript           |         26 |          0 |         10 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C24.gd                                                                         | GDScript           |         13 |          0 |          4 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C25.gd                                                                         | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C26.gd                                                                         | GDScript           |         35 |          0 |         13 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C27.gd                                                                         | GDScript           |         24 |          0 |          7 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C28.gd                                                                         | GDScript           |         24 |          0 |          8 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C29.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C3.gd                                                                          | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C30.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C31.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C32.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C33.gd                                                                         | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C34.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C35.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C36.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C37.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C38.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C39.gd                                                                         | GDScript           |         15 |          0 |          5 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C4.gd                                                                          | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C40.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C41.gd                                                                         | GDScript           |         21 |          0 |          9 |         30 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C42.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C43.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C44.gd                                                                         | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C45.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C47.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C48.gd                                                                         | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C49.gd                                                                         | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C5.gd                                                                          | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C50.gd                                                                         | GDScript           |         13 |          0 |          5 |         18 |
