Date : 2021-05-26 08:08:11
Directory : c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition
Total : 707 files,  67319 codes, 1708 comments, 14390 blanks, all 83417 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\Interactable.gd                    | GDScript           |          4 |          2 |         10 |         16 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\KitPart.gd                         | GDScript           |         16 |          1 |         16 |         33 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\EntityManager\types\Tile.gd                            | GDScript           |          4 |          2 |          9 |         15 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\PerformanceManager.gd                                  | GDScript           |          2 |          1 |         19 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Manager\SystemManager.gd                                       | GDScript           |         45 |          1 |         21 |         67 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Module Structure\Controller.gd                                 | GDScript           |         64 |          5 |         49 |        118 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\Module Structure\system.gd                                     | GDScript           |          2 |          1 |         28 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\demokrECS.gd                                                   | GDScript           |         12 |          7 |          6 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\Component.gd                                 | GDScript           |          4 |          2 |          4 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\Entity.gd                                    | GDScript           |         33 |         15 |         33 |         81 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DemcorECTS\parts of Entities\SymbiosisFlags.gd                            | GDScript           |          6 |          0 |          6 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Common\Common.gd                                         | GDScript           |         68 |          4 |         40 |        112 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Common\ComponentConstructor.gd                           | GDScript           |         14 |          0 |          8 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\baseTrigger.gd                 | GDScript           |          7 |          0 |          7 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\condition.gd                   | GDScript           |         10 |          0 |         14 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\space.gd                       | GDScript           |         20 |          0 |         14 |         34 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\specificTrigger.gd             | GDScript           |         20 |          0 |         11 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\statMod.gd                     | GDScript           |          8 |          0 |         17 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Slots\time.gd                        | GDScript           |         18 |          0 |         13 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Effect Parts\Unit.gd                              | GDScript           |          8 |          6 |         13 |         27 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Effect\Hub.gd                                            | GDScript           |         39 |          0 |         18 |         57 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\Parser\Tilesets\Hub.gd                                          | GDScript           |         26 |          0 |         24 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\DioJSONes\dioJSONes.gd                                                    | GDScript           |          8 |          1 |          8 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\addCond.gd                                                | GDScript           |          5 |          0 |          4 |          9 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\changeCond.gd                                             | GDScript           |          6 |          0 |          8 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Condition\removeCond.gd                                             | GDScript           |          5 |          0 |          6 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\HeGEL.gd                                                            | GDScript           |         14 |          0 |         10 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Rulesets\BinaryComparison.gd                                        | GDScript           |          5 |          0 |          2 |          7 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\HeGEL\Stats\changeStat.gd                                                 | GDScript           |          5 |          0 |          6 |         11 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SYNTAX\Effect.gd                                                          | GDScript           |         28 |          3 |         18 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SYNTAX\Loot.gd                                                            | GDScript           |         36 |          4 |         22 |         62 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Actor.gd                            | GDScript           |         40 |          0 |         26 |         66 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Animation.gd                        | GDScript           |         16 |          0 |         23 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Basic.gd                            | GDScript           |         28 |          0 |         21 |         49 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Floor.gd                            | GDScript           |          6 |          0 |         10 |         16 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\Chunk Visualicer\Interactable.gd                     | GDScript           |          6 |          0 |          8 |         14 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\FrameWork\TilemapParse\Tilemap.gd                              | GDScript           |         73 |         21 |         58 |        152 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Cogsmos Framework\SokraTILEs\sokraTILES.gd                                                  | GDScript           |         51 |          2 |         25 |         78 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C0.gd                                                                            | GDScript           |         19 |          0 |          4 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C1.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C10.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C11.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C12.gd                                                                           | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C13.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C14.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C15.gd                                                                           | GDScript           |         22 |          0 |          9 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C16.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C17.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C18.gd                                                                           | GDScript           |         19 |          0 |          9 |         28 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C19.gd                                                                           | GDScript           |         57 |          0 |         20 |         77 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C2.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C20.gd                                                                           | GDScript           |         31 |          0 |         16 |         47 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C21.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C22.gd                                                                           | GDScript           |         28 |          0 |          9 |         37 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C23.gd                                                                           | GDScript           |         26 |          0 |         10 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C24.gd                                                                           | GDScript           |         13 |          0 |          4 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C25.gd                                                                           | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C26.gd                                                                           | GDScript           |         35 |          0 |         13 |         48 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C27.gd                                                                           | GDScript           |         24 |          0 |          7 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C28.gd                                                                           | GDScript           |         24 |          0 |          8 |         32 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C29.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C3.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C30.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C31.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C32.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C33.gd                                                                           | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C34.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C35.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C36.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C37.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C38.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C39.gd                                                                           | GDScript           |         15 |          0 |          5 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C4.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C40.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C41.gd                                                                           | GDScript           |         21 |          0 |          9 |         30 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C42.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C43.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C44.gd                                                                           | GDScript           |         18 |          0 |          4 |         22 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C45.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C47.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C48.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C49.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C5.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C50.gd                                                                           | GDScript           |         13 |          0 |          5 |         18 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C51.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C52.gd                                                                           | GDScript           |         18 |          0 |          5 |         23 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C53.gd                                                                           | GDScript           |         27 |          0 |          9 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C54.gd                                                                           | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C55.gd                                                                           | GDScript           |         23 |          0 |          7 |         30 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C56.gd                                                                           | GDScript           |         21 |          0 |          8 |         29 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C57.gd                                                                           | GDScript           |         18 |          0 |          9 |         27 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C58.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C59.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C6.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C60.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C61.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C62.gd                                                                           | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C63.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C64.gd                                                                           | GDScript           |         26 |          0 |          9 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C65.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C66.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C67.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C7.gd                                                                            | GDScript           |         18 |          0 |          6 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C8.gd                                                                            | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C80.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C9.gd                                                                            | GDScript           |         18 |          0 |          8 |         26 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C90.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\C99.gd                                                                           | GDScript           |         18 |          0 |          7 |         25 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F1.gd                                                                      | GDScript           |         15 |          0 |          9 |         24 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F2.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F3.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F4.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F5.gd                                                                      | GDScript           |         16 |          0 |          4 |         20 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F6.gd                                                                      | GDScript           |         16 |          0 |          5 |         21 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F7.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Flags\F8.gd                                                                      | GDScript           |         15 |          0 |          4 |         19 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\INJECTED_COMP.gd                                                                 | GDScript           |          5 |          0 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Components\Injected Comp\I1.gd                                                              | GDScript           |         54 |          8 |          5 |         67 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Gameloop.gd                                                                                 | GDScript           |         25 |          0 |         20 |         45 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\Controller\API.gd                                                   | GDScript           |         33 |          3 |         20 |         56 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\Actor\Race.gd                                              | GDScript           |          5 |          2 |         32 |         39 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\Actor\Role.gd                                              | GDScript           |          5 |          2 |         29 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\Actor\Specialty.gd                                         | GDScript           |          5 |          2 |         29 |         36 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\Interactables.gd                                           | GDScript           |         13 |          1 |         21 |         35 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\KitPart.gd                                                 | GDScript           |         52 |          1 |         30 |         83 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\001_Atlas\SubAtlas\Tiles.gd                                                   | GDScript           |         15 |          2 |         33 |         50 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Controller\API.gd                                       | GDScript           |         48 |          4 |         37 |         89 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\IO\in.gd                                                | GDScript           |          4 |          0 |         13 |         17 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\IO\out.gd                                               | GDScript           |         17 |          0 |         14 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Actor\NPC.gd                              | GDScript           |         20 |          8 |         29 |         57 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Actor\Player.gd                           | GDScript           |         13 |          2 |         16 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Animation\Conditions.gd                   | GDScript           |         37 |          2 |         41 |         80 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Animation\Selection.gd                    | GDScript           |         18 |          2 |         23 |         43 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Magic\Magic Floor.gd                      | GDScript           |          4 |          1 |          7 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Magic\Magic Interactables.gd              | GDScript           |          4 |          1 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Matrix\Matrix Floor.gd                    | GDScript           |          4 |          1 |          7 |         12 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Matrix\Matrix Interactables.gd            | GDScript           |          4 |          1 |          5 |         10 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Meat\Meat Floor.gd                        | GDScript           |         12 |          6 |         13 |         31 |
| c:\Users\Daniel\Documents\GitHub\PatnicRoom Developer Edition\Workspaces\PatnicRoom\Src\Logic\Modules\002_Tilemap_Structure\Systems\Layer\Meat\Meat Interactables.gd                | GDScript           |         35 |          8 |         31 |         74 |
